clean_text,label,sentiment
ye bjp spokesperson aur modiji ka kauf ab ye tutiy kar bhi kya sakt congress ko haran spokesperson ka bhi yogdan hai,0,negative
miss mauka mauka campaign get back indvspak cwc2019 maukamauka,2,neutral
fire14 hope babi kick lot tonight alu e koe moe,1,positive
aaya result desh ka pappu toh fail hai papu k saatgathbandhan toh fail hai bua bhateja eka bandhan fail hai didi,0,negative
ish item ko kaun samjay ekbar samaj ko ullu bana sakt ho baarbaar nahi tere jais kitno ki yuhi,1,positive
big day nation aaj hamar ghar ka societi ka bahut bada din hai best next 5 year,2,neutral
yeh bakwaa nahi karega toh iska ghar kaisey chalega paanch saal mein modi,0,negative
sorri film vivek oberoi ki wajah see fail hui hai koi achha actor lena chahiy tha,0,negative
arey ye bsp ka bat karta tha abb cong ka ho gaya kya enki baat koi valu hi nahin hai sale,0,negative
cosmetolog job might great fit click link bio see prestig beauti,1,positive
q madarchod ramadan mai goli nahi maarsakt lekin terroist ko bachan k liy pathhar fek sakt h,0,negative
elect 2019 1 misa bharti lost 2 prakash ambedkar lost 3 prakash raj lost 4 kanhaiya lost 5 urmila lost 6 sha,1,positive
lora kurnay ja ri hay kalay coat ki badmashi ab nahi chalni yah iftikhar chootari wala drama apnay anda,0,negative
bachpan maii yeh chuha mera crush tha,1,positive
acc bukhari1 chat per plant karlo alway way,2,neutral
pragya thakur ke bhopal mein jeet se ye sabit ho gaya hai hament karker ji desh dhrohi tatha,2,neutral
armaan bday pe tum mujh wish karog nah want wish special day without wish,1,positive
neki aisi ki dil khush kard small big good deed matter help someon need feed someon poor help p,2,neutral
suni sunai py amal kr lijiya maloom ho jy ga g chitta jora paya aray kahi aap wo wala sufaid nahi,1,positive
jub tak burayi k khilaf ladog nahi thab tak tum sahi ya haq wale sabit nahi hoge haq ush nahi kahet jo batil ko,1,positive
citizen s portal part 2 exampl aik aam admi jab wapda ki shikayat karta hai yoh osay sub divis divisi,1,positive
mani mani congratul prime minist sabka sath sabka vikash sabka visvash jay hind,2,neutral
ye pagal ho gaya hai ab se itna bhi darn ki zaroorat nahin hai,1,positive
janam din bahut bahut mubarak bhai happi birthday dear bro,2,neutral
apk ek baar fir se hamr desh prime minist bann par apka desh ki ek sadharn garib mahila ki,1,positive
hahahha nh tra chamcha h hamari pass bht h,1,positive
talash pakistan kay har ghar ki kahani thank muftay well research preview featurefilm zeekayfilm come,2,neutral
sad u come austria mayb nect time wait,1,positive
baki jinko fikr ni hoti wo apna balon se mouchain bna k pix leti hain,1,positive
mujh samajh ni aya pleas clarifi maam,1,positive
fir chutiya sala 9th fail bolega evm hack ho gayi,0,negative
wish happi birthday akka special year lot respons shoulder nanna bl,2,neutral
ravidubey sir apki 3 dev movis ka kiya hua trailer dekh liya wah kamal trailer hai magar movi nahi kabhi tv pr,1,positive
rizvi right mm hindu muslim yeh lougoka dukan hein,1,positive
plot hi plot khurana se better koi naheen rehta hoon pani main par zameen sari meri hai sapney,2,neutral
vinodr vinod ji chill man modi ji kuch sikho aap jab ais kutt aur kuttiya bhaukt hai,0,negative
yehi toh rahul gandhi samjha rahe ki 45 year ki highunemploy aaj hai peopl india cant u,1,positive
creation funni show pak ke toh hote hi nahi hain koi telefilm dekh lo heard khaana khud garam karlo nice funni,0,negative
scindia dhanani,1,positive
humbl prime minist ji janta ko dil se pir se majbut sarkar chunn ke liy thank jay hind jay bharat,2,neutral
abe sheild self cyclon teri chaadi nahi bachega,0,negative
friend breakup hurt kabhi bestfriend n exam ignor kiya h betray dhoka meme,1,positive
love yoongi hoseok wow papi,2,neutral
veri disappoint sir iss baar socha tha kuch apn kark dekkha diya kuch,0,negative
hamid mir sb appreci bhi kr deti well done pm ik hi likh den r proud ik,1,positive
im proud love congratul homi,2,neutral
best wish today s laylatulqadar transmiss may allah pak give uh energi hope ye mehfil bhi tam,2,neutral
aur dharn pe mein teri choti baji ko choda tha captain safdar ke sale,0,negative
madam abhi tak samajh nahi aaya congress ki itani badi haar ka karan aap jayes social media per activ,1,positive
okay frl like much ask mfs shit lmao,1,positive
bhai shyd isi tweet par ne block kia ka baapu ji modi ji modi ji,1,positive
bajrang bali bajarang bali dukalu yadav cg song audio song lord hanuman,1,positive
askstar apko jyada mja kis mein aya umar gul ko 5 choke lga k world cup semifin mein ya test,1,positive
shut thhe fuck uo read wrongf im dumb bitch knew,0,negative
sir ye icc ke jyadatar event england hi kyu hote hai jabki ye fix hota hai ki har dusra match,0,negative
sir aaps contact kese kareng ani mo,1,positive
energi eid safayi,2,neutral
rss ye desh kese k baap ka nhi amit shah koi god nhi kuch bhi galat unhon musalmano l,1,positive
unfollow karn ke phale hi wo suspend ho gai hai,1,positive
listen ajab si lehar honest god love album,2,neutral
must ban onion garlic bjp walo ko kam nahi hai concept chillat raheng bina matlab ke,1,positive
bhakt befor elect 45 year 70 year unemploy rate high aayega modi hi elec,0,negative
ek ek mullo ko kutto ki tarah bhaga bhaga ke maro mc ko eid like dust onli samele,0,negative
kisha x mata peopl man tpm sick jab riddim 2018 soca hd 35539,1,positive
rao love shahrukh sir,2,neutral
madm ye bahut mahan gyani hain ink ek post ye likha tha ki jo mard namaj nhi,0,negative
mr khan still twitter well india challeng twitter 27th,1,positive
dogl ko kabhi bhi bjp samil nahi karna chahiy wais bjp khuda hi samajhadar haiisn gujrat el,2,neutral
aur mai uss din ko desh ke ke naam samarpit karuga ji mean,1,positive
raj offl thank much bro,1,positive
inshallah pakistan win come world cup 2nd time sarfaraz dokha nhi dyga wehavewewil,2,neutral
saturday class done well done,2,neutral
ye log meet nahi kha rahe kal polic ko diya statement victim ne ye veg kha rhe,1,positive
look forward isp summer social guin breweri june 11th 58pm join us networ,1,positive
aap sada hast rahen khushal rahen dusron ko bhi khus rakhen good afternoon,2,neutral
yesterday birthday one influenti peopl music industri right pay respect,2,neutral
kunal kamra like main kya mandir ka ghanta hu jo har koi aak baja jata hai,1,positive
pakvban aur ko world cup se ban karo acha rahe ga shyad,1,positive
aaj bharat kai har nagrik ko aap par garv hai jis trh se aapnai apnai bitai five year mai foreign,2,neutral
raftaar abe sale tujhs jyada mere andar desh bhakti hai dekh le sale mera tweet tu jai,0,negative
nighat bahi yahi problem hai tum logo ki main kisi communiti ko indic nahi kya tha,1,positive
itna kya bokhla gay jo yahi bhul gay ki bharat ki janta ne hi bjp ko chuna hai hare hai desh k gad,2,neutral
ind ye insaan smriti ji aur modi ji ke pichh hath dhokar padd gaya hai har,0,negative
pakpass good much today amir bhai pace bhee high kareh today 8081 mph,2,neutral
abp ne ab khel sampadak bana diya kya ya maalik ne khabar per boln se mana kar diya hai sara desh chunav,0,negative
baadra ji dash kaa paisa khaaker illaj vidasho nahi hindustaan hi kara lo bhagna nahi danga court sa bhi aisi umme ha,0,negative
life consist small moment savor 4 us life cid cherishlivefeelenjoy ea,1,positive
pta kro teacher koi muslim nhi dalo jail aur baqi desh mukdarshk bna dekhta rhe sharm inko kabhi nhi aati,0,negative
ohhhh bad never watch tik tok refer game gon na weak,1,positive
kal tak hum top par achanak elect hote hi yeh sacchai kais bahar aagayi fickr 1500 cr rupay k,2,neutral
24 hr flash giveaway honor gratitud everi one join embrac jour,2,neutral
yeh deshki janta ka samn choor chowkid ec gudi media ka porda fash hua hein,0,negative
bi n n vui hay n n bu n khi li n minh 2 pick c u mu n tranh nhau u got,2,neutral
renmin au jaemin renjun love someth prevent let let love,2,neutral
jo bhi hai aur nak ppp chairman bilawsl ne jawab kyun nahi diy nab ko silli billo,0,negative
im sad lone dont know power chord,1,positive
sir hmko india ko pakistan nhi bana jha sarkar ki bjha se 200rs 1 dol jitna sahi bo sarkar,1,positive
oye kutti saw khadija rizwan wtf shit,1,positive
bie sekharji ab mudra loan sahi hai toh aap pakod ki dukan laga hi lo kyun ki ab aapki fake journal ki duk,0,negative
wiladat sibt e payambar imam hussain mubarak stand front zarieimam hussain day,2,neutral
awesom campaign sir keep 2024 bhi aap isi tarah hareng,2,neutral
modi chacha right soch badlo desh badlega jo kaam kr rha desh k liy usko krne kaam,2,neutral
ye lo yha bhi aaega modi hi,2,neutral
ku k qanoon kisi ko ijazat nhi data k galti ki hai sudhar jau kia amm awam ko b ga,0,negative
cheezo soul tie would leav heartless keep,1,positive
anil tyagi ye jo public hai kuch nahi jaanti na jaanna chahti,1,positive
wish happi birthday krishna sir stay,2,neutral
oh haha jus visit rare caz visit song play yeh galiyan yeh chobara yaha,1,positive
sanctuari dhat naam nai lia kya kia,1,positive
agar tumh countri ki constitut organ pe bharosha hi nahi fir tum hote kaun ho eski demand,2,neutral
ashok bheek maangn ka naya tareeka ghar nahi daane amm,1,positive
yaa look betta congrat girl keep go,2,neutral
hope someday charminar doesnt turn vendor cloth hanger chaddi sale spot sale right onto gulzar hauz,2,neutral
said elect time apolog peopl india congrat modiji huge victori w,2,neutral
sirf ek mahina bas pure panch sal ke liy karo social media ke zariy public se judo nahi tumhara kuch nahi ho,1,positive
bhayiya ji hamar villag light ki bahut hi problem hai iska koi solut hoga ki nahi,1,positive
news24 punish milni chahiy ise ais har koi baad mein bol dega mere se galti ho gyi,1,positive
credit lene ke baajigar modi ji h bhakt kah rhe h agar india world cup jeeta eska crdit ko jayga,1,positive
super se uper sumona saina ji,2,neutral
bina baat bewajah bina kuch soch gaan marwana koi ins sikh chewtiyon k sath rahog toh ya,2,neutral
love bade aay pyar se dil jeetn wale,0,negative
got wrong manmohan singh act well look like anupam kher modi,1,positive
yogendrayadav itn saal congress ko chunt rahe hum log samajhdar nahi hue bjp ko vote dete bew,2,neutral
baazi ishq di heart one best heart wrench stori ever read love fac,2,neutral
ye sahi hai ki gaddaro ki kami nhi hai india apni ki ijjat nhi kart hong sab,2,neutral
congratul modi modi sarkar chali chali modi lahar chali har sahar sahar har gaaon,2,neutral
tmhi bt pe shrm ani chahy jo masoom bacho ki jano pe b sayast kr rahi ho itma drd tha,0,negative
hassan pehchan hi nhi raha bhae pehl jo log msg kr k bolt hm se bhi bat krliya kro jani kahan,1,positive
good thank thik ho gai,2,neutral
aap ko hardik subhkamnay priya modi ji aapko hamari puri tim ki tarf se aap ko hardik subhkamnay modi ji aap sab,2,neutral
roshanii ap kahan ai apko andaza nhn hy ap face kro hum mahir hen yahan boongiyan marni,1,positive
confess chaiy milegi nahi pata hai mujh writer itn meharban nahi hone wal,2,neutral
great job ignor ramjaan k samay pura din bhukh rakh kr aap,2,neutral
long pawar raga owaisi mamta one dethron modi ji s differ,1,positive
aub aap batyeng ki jai shri ram kehna kya hota hai tumlogo ki dukan jis din bund hogi usdin bharat,0,negative
best wish world cup eid mubarak muzaffar hasan nation general secretari ljp,1,positive
happi birthday dabangg girl sonakshisinha wish mani mani happi return day,2,neutral
ji hme gussa aata hai usn kitno ke priwar ko mrwaya aur maa bahno ki ijjat looti gai,0,negative
use proof du bolta hai fake hai,1,positive
dramebaaz yeah want power anyway msg dhongi perfect,1,positive
tum bohut kamey ho jhoot ke dukan agar tum ko naak main se kuch nekalni ka kaha jae tu bhe tum keht,0,negative
bjp haar jaati lekin tum logo ne uss jitaya itna kichd uchhala ki kama,0,negative
twitter pe tou jab bhi kholo bas tum logon ki bakwa chalti rehti hai god im sad angri zindagi bohut mushkil hai aargh,1,positive
superb 23 k baad modi mantrimand k superb minist bhai hanu,1,positive
tera aur mera rasta kabhi bhi ek nahi ho sakta tu khud ko bhagwan bolta hai aur main bhagwan ka bhaga,0,negative
shi h bhai kuch maha gyani bne h khi se bhi log logic la rhe h,0,negative
yes cast flop sabk sab bore hope cast good season good c,0,negative
fir ye bhi afvaah hai ki inko peetn wale hindu hain aur bjp,0,negative
pakpass maae dua kar ta pakistan khati ta jan chutti 92 j world cup,1,positive
frndship goal like day babi shona one best frnd know import h,2,neutral
isliy daar ke izzat se releas karv diya darrpok action toh kuch le nahi sakt bas bh,0,negative
congress parti aur opposit parti valo ne tum jais feku bhakto ka pehl se boycott kar diya hota,1,positive
hadd hai kamin pan ki aapko pata hai ye kev jail gaya hai ye bina order ke railway platform pa,0,negative
1 age 18 2 height 56 3 fav song dil mein phool khil jay kuch tarah heart want,1,positive
acha expos kiya bhai fake liber nahi chalegi,1,positive
dear trump voter freck think realli screw pooch one sign,0,negative
dear student agr tumn kabhi tumhar tuition teacher ko fee ke liy nahi rulaya kese student ho tum,0,negative
siddiqui,1,positive
hiira mandi ki pedaish agr koi acha hospit nahi banaya tha privat hospit se serious c,1,positive
join us first final friday yoga class book use link bio love see,2,neutral
girl like echt zo n leuk nummer en dan komt opeen die schijt van cardi b sorri maar hoezo kon niemand,1,positive
surat ki takchsila apart ki ghatna pr dukh vyakt krta hu aur ye slah hai mera ki public place ya bde buld,1,positive
someon love u kyun mai kyun kya dekh liya mujhm itn sare log hain dunya mei mai hi kyun gd morn frnds,1,positive
dikh rha h vo kitna pavitr rista h pyar ko love jihaad ka naam dene va,1,positive
sach cctv ne muslimo ko badnaam hone se bacha liya warna yha sajisho ki lambi kitab likhi ja rhi thi,2,neutral
doglo congress ne apn media prabhari nhi bhejan ka nirnay liya aap log ye berojgari k,0,negative
harbar sirf nirdesh hi diy jate h ais logo ko jo asi sharab bechat h rast p lake golis uda,0,negative
dhup ki shakti less capit best winwin mayb ever,1,positive
free beta invit watchdog earn token rate reput trust websit get,1,positive
ji bareilli flight chalu hongi ki nahi aap ka promot ho gaya apni constitu ka bhi dekh lo,1,positive
ji good night aapki kirpa se hi sab kuchh horah h dhan dhan satguru tera hi asra,2,neutral
vk avneil tweetx kharach love u tar javal pan rahat parti well,2,neutral
usp10 happi birthday prashant bhai bahat saari subhkamnay khub aish karo bhai,2,neutral
baki news ki tarah ye bhi ek news thi bhaiji,1,positive
haa tum logo ka sc toh bohut acchi hai iss liy apna dukan band hote hi shameless person ki tarah,0,negative
n mai agar tujhay samjhanay ki koshish karonga tu shai,1,positive
destroy imag one post time luv parent jana,2,neutral
hello modiji aap hme bahut achchh leader lagt ho aap hmare desh ke sabs achch leader ho modiji aaps nivedan h,2,neutral
congress opposit ko jab news debat main jaak govt ko pelk hawa nanga karna tha gdp unemploy data pe ye,0,negative
aj kal psycholog ne hr cheez ko bemari ka nam de dia h normal insan ki e feel hoti heb jinh ye nafsyati keht hen,1,positive
haraam zaada murdaar ho gaya lekin ayen ki grift mein nhe aya peti band bherriy isey baccatey rahey aur dubai ka,0,negative
guru paa plz alway without noth pita g love u sohn rabb g,2,neutral
siddiqui,1,positive
sale bhosdi ke shingham return golmal bhull gya kiya sale dekh kiya kar fir bola kar,0,negative
three word better love pat ho gayi iloveyou propos love fit tb tbt thursdaythought,1,positive
good morn sir mai rajit pratap etah district ka rehn wala hu aaj har desh pani ki killat se jhoojh,1,positive
veri thank sir 1st grade exam k bare btay time pe hoga ya reet aayegi ya,1,positive
symptom lag bhag match,1,positive
bilkul jayez hai aur dua aisi mangni chahey k allah pak us py raham kri aur usko kalma e shahadat nasi,1,positive
ye pakistan nhi hindustan hai didi bhaut chl chuki ab nhi choulb thik hai aur agar mai,1,positive
ye kisan gareeb hain itna dudh fek diya aur ye gareeb hain sarkar ais kisano ki koi ka,2,neutral
sharma ne tum jyse bhagton ki aur na tere modi ki aukat hai asad sahab ke sath khade hone ki,0,negative
dil ke dariya mein mohabbat ki kashti hai sapno ki duniya mein yaadon ki basti hai mohabbat ke bazaar mein,2,neutral
jaihind watch movi kesari say one thing sikh ke naam par dhabba hai sidhu iss ek ak,0,negative
nafisa 28 sorri,1,positive
izzat get well soon jat selamat hari raya aku maafkan semua salah kau jat semoga tenang ye,2,neutral
gujarat 1 thi 5 ni bharati krva namra vinanti jethi tet 1 pass krine rah joi bethela umedvaro ne rojgari male abhaar sah,1,positive
badhai ho sir umme hai sabka sath sabka vika k tahat dedh k karamchariyo ki purani pansion,2,neutral
look forward appoint governor complic state follow presid post,2,neutral
wat fail understand peopl stay outsid countri even attempt,1,positive
221b khud ki skal dekh le bc phle chimpanje bandar lgrha mc,0,negative
follow kren inh one best tweep list follow back,1,positive
pehl apn kiy karm ko yaad karo phir kissi aur kae bare mae baat karna gujarat mae hui tabahi ko,1,positive
ali7104 happi birthday may u mani mani stay bless alway phalo phulo muskrao hmsha suhagan rahoo,2,neutral
babe classroom happi birthday thank everyth ayiee sorri sa lahat ahuu stay g,2,neutral
jena g1 utkarsh chudail apni behen ko bol jake madarchod nahi teri poori famili,0,negative
chutiyani fake news failata hai haramkhor buddh,0,negative
moeshaaa week ago win championship came 5th overal got american ohhhh forget made,1,positive
f rrkashmlr iss jaisa insan jo blasphem page run kurta ho uss ko serious repli kurnay ka ji nahi chahta,2,neutral
kuch ars bad chat archiv ho jate hai yaddon ko bhulan ki koshish strt ho jate ha,0,negative
gadkari happi birthday gadkari ji jio hajaro shall jay panda fan odisha,2,neutral
kisno ka vote kisi sansad ko nai diya bo modi ko diya chaln kamal ka fhul modi ne kisan ke ley acch kam ki,2,neutral
bahut hi samajhdari se cingress ne ye faisla liya hai aur umme karta hoon k desh ke sabhi parti,1,positive
janbaz happi birthday iqrar bhai waseem bhai ki taraf se apko salgra bht bht mubarak allah pak apki dosti hamesha salmt rakhain,2,neutral
aap ek baar aladeen sab tv pe dekh siast k zafr saaf nazar aayeg behtareen stori utti uttam entertain bahut,1,positive
rahul sir aap ek din jarur pm baneg maa kali ki aashiwad shri ram prabhu ki aashirwad se aap ba,1,positive
lmao plastic contain one 1 photocard,1,positive
u sud b appoint spoke person bjp kahi se journalist ni lgti ho,0,negative
yeh 5th gen ka dg ispr hai fauj kab iss cartoon ko ghar bheje gi,0,negative
isi liy tu sala bkchod haa kitno juta khayega pr teri bkchodi nhi jayegi chay pakor tikki et,0,negative
yeah know hahaha compar two definit ronaldo one goat least guy,1,positive
congress thought keep loot india surround worst kind corrupt tycoon lo,0,negative
miss anjali shah ko dher sari subhkamnay uttrakhand ki peh mahila shayak train lokopilot chunn ke liy ap bhed,2,neutral
love triangl ko choro bina sar per k love stori bhi raj rajj k likhi hui hain,1,positive
siddiqui pura sarkari hai ye siddiqui musalmano k naam pe rs saansad raha hai aur ye b,2,neutral
ghanta mat sale ko marn aur public iski maut dikhao chutiy dareng tabhi attankwad se dur raheng,0,negative
ye baji nh ye baja hy balki bech wala hy sala koi,0,negative
one liter one pakistani eid sa aik hfta phla cut krwaon ga eid tak set ho jain gay,2,neutral
zadii dosti far better muhabbat jb one chor k chala jata ha tou dost hi yaad ata ha aaj,2,neutral
khad ajay good morn ji bohut khub,1,positive
bhar jholi meri ya muhammad,2,neutral
samsk 21 ko show hi 3 see start hue te fake ss ki b hadd hti,1,positive
kuch lrkion ko pta ni kiun lgta hai k wo stupid batein krain cute lgti hain,0,negative
new post 21 love vashikaran totk true lover publish vashikaran,2,neutral
let defend infront sjc tu sala lgda bc,0,negative
chhattisgarh rajasthan madhya pradesh k vote evm chori set nahi ki gayi,1,positive
patrag tera naam sarwar nahi suwar hussai sarwar naam,0,negative
bhasad jayen sale aais bhee kuch sunn nahi pate thee unki wajah se desh 29 nation parti,0,negative
date crush crush favorit song bade aach lagt hai cr,2,neutral
happi 17th anniversari beauti haina ida may brown love meetday 1stplace paso texa,2,neutral
sherbet day kacch aam ka sherbet raw mango sherbet pulpi fill sweet sour tast juic help figh,1,positive
chanda attent plis follow potatoo bhot ziada interact hy bomb tweet good humor bhot piyari hy,2,neutral
sawian halwa puri lot channa chaat guest home eat regular cereal,2,neutral
sheldon laav oho mat batao itna zarori bh nahi,1,positive
rahat indori best jagjit singh mushayra entertain,1,positive
bie bhai respect inh bjp ko jitan ka kaam sabs jyada inhin kiya sayad,1,positive
mananiya cm sahab ab apki sarker hai modi ji bhi saath hai mera app se binarm niwedan hai ki kri,2,neutral
sibl khalid ali ne c harkati kbhi nhi ki,1,positive
ca nt say jai shree ram west bengal mamta di take action watch full video,1,positive
vese open letter ji ab saan lelo thoda vishram karlo aur jinko repli nahi kart un logo,1,positive
rahmann nai rooh bika ji wali tonic khoj raha hu pee ke bjp entri melegi tumh bhi ch,1,positive
bhosdi ke fake news dalta h teri amma ka statment dekh usn kya bola h ki tu uski jhuti pic use krke jhut faila rha,0,negative
tabhi ye bjp h bhajpa jaan se pehl kam se kam 03apr murder rape loot karna padta h,0,negative
robert wadra ki ghotal k khabar bahat dukh lagta ab usko congress parti v nahi bacha payegi su,0,negative
mughal khabardaar jo ab kisi ne kaptaan team ko kch kaha hero heart throb,1,positive
shaibi bhai inshallah ye hi team uth gi need support,2,neutral
last 5 saal whatsappfacebook chalana sekha gaya hai agar samaj hoti neetug ke exam 27000 jo b,2,neutral
engin main topic parh rhi coz mam ka pta unho n kesi check krni r kia materi chahiy hota unh paper,1,positive
urdu come back nahi sedha back pakistan player s short pitch ball nahi khel sakt yeh halat hai urdu,0,negative
modi ji prime minist h thodi respect krna sikho,2,neutral
ye lo bhai modiji note ban se nak note band hoga hua kya aatankvaad khatm hoga hua kya fake currenc worth r,2,neutral
kecantikann guardian healthi beauti wow raya cosmet sale 50 wow,1,positive
tej pratap ji abhi aapko ko parti chalani hai abhi parti suru hui hai jai hind jai bhardt,2,neutral
bas 4 din fir blockbust bharat aan vali sub record tuteg intzar karo jawab milega m veri excit bh,2,neutral
btw aap ki tarah k lougon ka bhi har sawal par jawab hota hai well armi us wrong,1,positive
bahut bahut badhai punh pm banan per modi ji ko bjp ki hamesa jit hote,2,neutral
realli 10th math easi yaar seen life yet child,2,neutral
heartbreak captain nt worri bad day us bounc back insha allah tumha,2,neutral
chutiy zahil tere kejriw ne saniko ko bahaut bar gali diya aur unk prakaram ka saboot manga p,0,negative
spotter ye sirf pauranik kathaon mein payi jaati thi vaastavikta se iska koi sambandh nahi hai,1,positive
kyun humlog ye hindu aur musalman ki rat laga kar jhagda kart hain main hindu hun,1,positive
awaaz one cnbc awaaz mumbai anoth good one delhi,2,neutral
r even hindu apn dharm ki jankari badhao dusr ke dharm atikraman mat karo,0,negative
beshak appi 1st time appko comment kr rhi hun appki transmiss bhott achi hai app bhottt cute hn al,2,neutral
manik bhai aap log ko samajhna hoga modi ji ko samajhn ke liy aisa insaan chahiy jo barat kuch le,2,neutral
ptm ptm hey kab tak mulak dushamn ko bardsht karyngi yar kab tak yahi rehti ha yahi khati phet,0,negative
pak watan ka na koi kch bigar saka hai na koi bigar pay ga shb ko na hi k,0,negative
hume gurav hai ki shreeman pm modi ji jaisa es new hindsthan ko sab ka sath sa,1,positive
om sonkala veri special spiritu day special benefit dure special day,2,neutral
abe hai kon tu chutiy let u trampl constitut khud sala pagal kutt ki tarah bho,0,negative
koi toh yaad dilao yaar bhul gaya hoga retor,1,positive
siab baitanai,1,positive
sooban besharmi ki kia baat ha jab ap jase log chor ko support karain ge hum jaison ko ye takleef,1,positive
mera bharat desh jaat paat se mukt yahi sangharsh desh ka vika aur vishwa vika ghar gha,2,neutral
unless congress parti nt come famili base polit modi ka kuch ukhad nahi sakeng,2,neutral
logon ko kam chor bana rahe hain ye log hamari mahnat ka paisa hai ais nahi udaya kart apn ghar k pai,1,positive
subject fail aith suicid cheskokandi life manam suicid cheskunt mana vallaki manam inka,2,neutral
bharat jai shree ram keh kar begunah logo ki hatiya karn wale aur jai shree ram keh kar gunda gardi karn,0,negative
gmail yes youthiya better chutiyaa like beth jaay araam se aap,0,negative
assalamualaikum good morn friend aur allah taala se bakhshish maango allah behad b,2,neutral
thank dear aib everi funni video made everi smile face new,2,neutral
aap savarkar ki baat krr rhe hai ask pm shoot 25 popul gave vot,0,negative
jis paper articl k adhar pe aapn ye post daal hai wo fake hai iski pushti pahl hi ki ja chuki hai,0,negative
dombiwali traffic problem bas dusar kahi nahi,1,positive
gupta aunti ye log kahin se nahi aay yahi ke hai shambhula,1,positive
tera naam defin karta hain ki tu saala rohingya hain s obvious doubt victori bjp,0,negative
itna afso n kr yr ye logo ne muslim ke sath jitni siyast ki h n uska 10 b bjp nhi ki h inka itiha utha ke pdho,1,positive
sadhvi pragya par jo aarop hai kya tumko sahi lagta hai hindu kabhi aatankwad nahi ho sakta congress minor,1,positive
sorri andheron ko chiragon se roshan karna tumhari fitrat nahin tumto aag ka gola ho swarth ke,0,negative
kyunki mama ke saath scene jabardast aur vo actor bhi kamaal thr yaha pe scene ka hi locha tha,2,neutral
tumhara neta ak jab muslaman ka vote nahi mila congress ko transfer ho gaya boolta hai ushs kyu nahi puc,1,positive
aap ka content hi kaafi bhai baaki sab moh maaya love video aur haan r,2,neutral
gandhi ji ki hatya savarkar ka nam tha court pesh huw bad jo commiss bithaya ga,1,positive
na koi khoon ka rista phir bhi atalji ka swapn ko pura kar raheh modi,1,positive
chor jumla bazz sob bjp rss bojrong dol,0,negative
28 ptmunderattack lum whereisaliwazir ptmagendaexpos kar saktay ho tu sir e aam karo kal hi,1,positive
messs aap bole n mujh lga yhan bhot sari shadiyaan ho rhi unka bhi hua hoga bt sri didu aag,1,positive
ikaw proud ka ba like kamina,0,negative
love remov drum gun yayayayyayay,2,neutral
fav ram bhajan sri ramachandra kripalu bhaja mana chant ram naam bring kripa shraddhain true bhak,2,neutral
dionysus electrician bhaiya nahi aay toh diwaar pe fit nahi ho payi,1,positive
budday good see dude combobreaker2019 mk11,2,neutral
abe jnu ke zhandu amethi gram pradhan ko goli maar di wo nahi dekha tune dogla kahi ka ac,0,negative
delet ne ka option hota kisliy hai kabhi smjh nahi aaya,0,negative
today creat histori tv gave seat analysi bharat cover mani seat 5,1,positive
modikaka kisiko bakshna nahi yaad 52 gaali di aapko ham nahi bhooleg pruvthiraj chauhan ne mohmad,0,negative
luv friend alway sum charia harkat,2,neutral
chup chor let peopl work earn money ye tere congress ke worker aur tere tarah haraa,0,negative
cho te andrea nam si co w powi szym tweeci pomiesza shame,0,negative
sala surpris bjp invit s loyal troll sorri,0,negative
sattar masha allah yeh banda sacha karkon hy bht mehnti hay masha allah jis trh parti k liy wrk kar raha hy,2,neutral
liemind serious u prove u real moron bc mkl act u nt get point,0,negative
s alright hear music hoseok realli love halsey achi baji,1,positive
respect madam woman child depart wish happymai apki jeet ko dekhan ke li,2,neutral
sir ji aap dusar ke ahunkaar ko chhro aur ahukaar ki chinta karo agar aap aap plus congress plus,1,positive
congratul di bahut bahut subhkamnay deepak sahu yuva morcha,2,neutral
realli like ur repli quick thank sir jii,2,neutral
2706 sp inn bhakto ko pata bhi hai gdp ke baar bas dinbhar pakistan ke khilaaf news chalat raho gawar ussi mein khush hain,2,neutral
baba hi ka parsad mat kaho k20 poco f2 855,1,positive
bluff dj rock apni maa ke baar main aisa nahi bolt tere abba linguist ne sikhayea nahi,2,neutral
miss feel heart skip beat someon special text sighhh,2,neutral
bjp 2014 ki chunav kaladhan vapasi har saal krore naukari mahangai kam karn musalmano ko bharat se hatayeng,1,positive
dear hmmm aap mera mobil recharg karva best friend,1,positive
m late happi chenpai day hue hue,2,neutral
yeah yeah u done amaz job cover gap 9 month get life man sirf kis,0,negative
oops04 shatram ache qualiti ka dio ho toh nahan ki jarurat nahi,1,positive
dhang ka exit poll bana nahi payedhang ki patrakarita kar nahi payeapn agenda ki wajah se kisi media h,1,positive
ind delhi replac congress jitni aag suraj se nikal rahi hein uus jyda aag abhi congress lagi hein,1,positive
mere pet pe laat mat maaro sahab footbal,0,negative
meri kya aukat jo mein kisi ki majak bnau meri root khud gaon se judi hui hai,1,positive
actual ink pass ab naaz karn ke liy kuch bacha hi nahi hai haqikat pasand ban,0,negative
bhabhi ko ashirwad nahi dia shrap dia hoga bmw ne akhileshji ka sabs kharab rajnitik,1,positive
thank much sir warm wish sabka saath sabka vika sabka visvash trust victori bharat,2,neutral
kissi ko jaganey ki jaroorat nahi hai ye desh jagh chuka hai aur pakhandi journo ko jaan c,1,positive
ahamadabad ki jo ghatana bjp k neta dvara ki gei ess pure desh ki janta ko thesh pahunchi hai es ne,2,neutral
ca nt love,0,negative
